wav_filename,wav_filesize,transcript
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_050.wav,42918,can i pay with visa
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_053.wav,60838,i want a ticket to notting hill
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_054.wav,64038,i would like to pay with the post card
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_055.wav,67878,i want to pay with dollars
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_057.wav,48038,can i pay with dollars
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_058.wav,69158,i have smaller notes
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_061.wav,59558,i want two musical tickets
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_062.wav,37798,i want to go this evening
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_063.wav,57638,i want two tickets for the phantom of the opera
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_065.wav,55078,i would like to sit in the fifth row
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_067.wav,33958,two tickets
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_074.wav,60838,i want four musical tickets
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_075.wav,96678,i would like to go at
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_076.wav,70438,i would like to go on thursday evening
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_078.wav,52518,four tickets for wicked
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_079.wav,55078,i want four tickets for wicked
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_080.wav,55718,i want tickets for this musical
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_083.wav,80678,tickets for the science museum
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_085.wav,70438,i want tickets for the science museum
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_086.wav,33958,two tickets
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_095.wav,65958,i want a junior suite
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_099.wav,65958,i want to pay with the post card
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_100.wav,55718,i want to pay with dollars
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_101.wav,40358,can i pay with dollars
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_102.wav,37798,is there a hotel bar
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_103.wav,47398,where is the hotel bar
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_106.wav,45478,the room is dirty
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_108.wav,55078,where can i find a hairdryer
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_114.wav,52518,a room for five nights
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_116.wav,37798,i want a suite
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_118.wav,39718,can i pay with visa
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_124.wav,48038,i do not have a reservation
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_126.wav,71718,i want a room for three nights
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_128.wav,33318,a single room
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_129.wav,56998,can i pay with the post card
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_131.wav,54438,where is the fitness studio
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_133.wav,53158,the bathroom is dirty
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_137.wav,60838,where can i buy a hairdryer
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_143.wav,37798,a double room
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_144.wav,49318,a double room
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_145.wav,44198,i want a double room
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_147.wav,51878,can i pay with the post card
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_148.wav,69798,can i pay with the post card
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_149.wav,42918,is there a hairdresser
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_150.wav,43558,where is the hairdresser
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_153.wav,49318,i would like a still water
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_154.wav,37158,i want the steak
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_155.wav,48678,i want my steak rare
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_156.wav,35878,i want carrots
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_157.wav,49958,i would like some carrots
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_158.wav,17958,i will
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_160.wav,49318,i want the desert card
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_164.wav,51238,i will leave at friday
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_165.wav,53798,i would like to leave on friday
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_166.wav,38438,my name is john
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_167.wav,55078,i am from australia
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_173.wav,94758,i would like to leave at thursday
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_174.wav,36518,my name is jack
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_175.wav,47398,i'm from germany
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_180.wav,37798,my name is barbara
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_182.wav,38438,tickets
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_183.wav,53798,the capital of italy is rome
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_185.wav,26918,i go in
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_186.wav,44198,i go in the holiday
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_188.wav,52518,yes it's my passport
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_191.wav,28838,my name is erica
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_193.wav,60838,switzerland isn't in africa
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_197.wav,67238,i've got two older brothers
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_198.wav,43558,i go on the holidays
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_200.wav,21158,yes
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_201.wav,48038,yes it's my passport
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_205.wav,42278,my name is maddalena
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_207.wav,60838,turkey isn't in africa
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_208.wav,51238,turkey is in europe
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_214.wav,51238,i go in the holidays
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_221.wav,62118,france isn't in africa
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_222.wav,55718,france is in europe
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_225.wav,30118,i hate you
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_228.wav,47398,i've got three sisters
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_230.wav,49958,yes it's my passport
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_235.wav,51238,the capital of turkey is ankara
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_236.wav,60838,i have got three younger brothers
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_237.wav,39078,i go in holidays
/data/shared-task/train/user-46_2014-11-09_13-24-17_utt_238.wav,55718,yes it's my passport
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_016.wav,73638,i want three tickets to london
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_017.wav,90918,i would leave at thursday evening
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_020.wav,47398,i'm from spain
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_023.wav,98598,i want one ticket for the musical
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_024.wav,41638,i want a musical ticket
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_025.wav,134438,i would like to go at
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_026.wav,58278,i would like to go on wednesday evening
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_028.wav,52518,i want a ticket for mamma mia
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_030.wav,84518,i would like to sit in the tenth row
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_031.wav,49958,i want tickets for the british museum
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_032.wav,36518,four tickets
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_033.wav,39078,i want four tickets
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_036.wav,60838,i want a ticket to westminster
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_037.wav,38438,can i pay with visa
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_041.wav,50598,i would like to pay with mastercard
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_045.wav,74918,i would like to pay with mastercard
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_047.wav,53798,i want two tickets to london
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_048.wav,103718,i would like to leave uh monday morning
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_049.wav,42918,my name is michelle
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_050.wav,48038,i'm from germany
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_055.wav,49318,i want two tickets to london
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_056.wav,79398,i would like to leave tomorrow at nine p m
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_059.wav,35238,how much is it
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_064.wav,32678,my name is janet
/data/shared-task/train/user-46_2014-11-11_14-37-09_utt_065.wav,39078,i'm from switzerland
/data/shared-task/train/user-48_2014-10-30_19-57-57_utt_002.wav,43558,i haven't got a reservation
/data/shared-task/train/user-48_2014-10-30_19-57-57_utt_003.wav,52518,no i don't i don't uh
/data/shared-task/train/user-48_2014-10-30_19-57-57_utt_004.wav,45478,no i do not have a reservation
/data/shared-task/train/user-48_2014-10-30_19-57-57_utt_005.wav,48038,i'd like a room for four nights
/data/shared-task/train/user-48_2014-10-30_19-57-57_utt_007.wav,39718,i'd like a single room
/data/shared-task/train/user-48_2014-10-30_19-57-57_utt_011.wav,38438,where is the hotel restaurant
/data/shared-task/train/user-48_2014-10-30_19-57-57_utt_012.wav,41638,where is the hotel restaurant
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_002.wav,46758,i do not have a reservation
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_003.wav,38438,a room for two nights
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_004.wav,42918,i want a room for two nights
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_005.wav,35878,i'd like a twin room
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_007.wav,39078,can i pay with visa
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_009.wav,37798,where is the grocery store
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_014.wav,38438,there is no shampoo in the room
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_015.wav,29478,where can i buy shampoo
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_020.wav,33318,i'd like a twin room
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_021.wav,38438,can i pay with mastercard
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_022.wav,33318,is there a swimming pool
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_023.wav,30118,where is the swimming pool
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_025.wav,49958,my bathroom is dirty
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_027.wav,46758,can you give me a hairdryer
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_032.wav,44198,can i have a room for three nights
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_033.wav,39718,i'd like a double room
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_036.wav,40358,is there a hotel restaurant
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_039.wav,40998,i would like three tickets to london
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_040.wav,35238,i would like to leave tomorrow
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_041.wav,24358,my name is silvia
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_042.wav,32678,i'm from ireland
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_045.wav,41638,i'd like five tickets to london
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_046.wav,46118,i want to leave at nine o'clock tomorrow
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_047.wav,30758,my name is silvia
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_052.wav,28198,my name is stephanie
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_053.wav,32678,i'm from france
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_054.wav,41638,the capital of france is paris
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_055.wav,39718,the capital of france is paris
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_057.wav,36518,i am going on holidays
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_058.wav,30758,this is my passport
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_059.wav,42278,yes it is my passport
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_062.wav,23078,i'm good
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_064.wav,35878,i'd like blue sandals
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_066.wav,29478,i'm a thirty-seven
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_068.wav,45478,i am a thirty-seven
/data/shared-task/train/user-48_2014-11-09_11-22-37_utt_069.wav,39078,i'm looking for jeans
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_003.wav,37798,i would like the sunday roast
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_004.wav,55718,i'd like my sunday roast medium
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_007.wav,40998,could i have the vanilla ice cream
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_008.wav,32038,can i have the bill
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_009.wav,46758,i'd like to pay with mastercard
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_012.wav,32678,i'd like a still water
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_013.wav,40358,i would like a hamburger
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_015.wav,46758,can i have a scotch broth
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_018.wav,33318,can i have the bill please
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_019.wav,33958,i would like the check
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_020.wav,36518,can i pay by credit card
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_028.wav,44198,where is the national gallery
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_030.wav,32678,which bus goes there
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_032.wav,54438,saint pauls cathedral is near the bank of england
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_035.wav,47398,can i have three musical tickets
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_036.wav,37158,i want to go this evening
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_037.wav,42278,three tickets for billy elliot
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_038.wav,51878,i want three tickets for billy elliot
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_039.wav,39718,i want to sit in the eighth row
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_040.wav,55718,can i have tickets for the national gallery
/data/shared-task/train/user-48_2014-11-14_15-39-25_utt_041.wav,37798,i want three tickets
/data/shared-task/train/user-49_2014-11-02_17-58-17_utt_003.wav,39078,a room for four nights
/data/shared-task/train/user-49_2014-11-02_17-58-17_utt_006.wav,26918,a twin room please
/data/shared-task/train/user-49_2014-11-02_17-58-17_utt_007.wav,40358,a twin room please
/data/shared-task/train/user-49_2014-11-02_17-58-17_utt_008.wav,40358,can i pay be credit card
/data/shared-task/train/user-49_2014-11-02_17-58-17_utt_009.wav,32038,is a greengrocer
/data/shared-task/train/user-49_2014-11-02_17-58-17_utt_010.wav,34598,is there a grocery store
/data/shared-task/train/user-49_2014-11-02_17-58-17_utt_011.wav,48038,who is the grocery for
/data/shared-task/train/user-49_2014-11-02_17-58-17_utt_023.wav,38438,five tickets to london
/data/shared-task/train/user-49_2014-11-02_17-58-17_utt_024.wav,46118,i would like five tickets to london
/data/shared-task/train/user-49_2014-11-02_17-58-17_utt_025.wav,104358,i want at sunday evening to go
/data/shared-task/train/user-49_2014-11-02_17-58-17_utt_026.wav,58278,i would like to leave on saturday evening
/data/shared-task/train/user-49_2014-11-02_17-58-17_utt_027.wav,21798,my name is barbara
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_002.wav,42278,five tickets to london
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_003.wav,42918,i would like five tickets to london
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_005.wav,51238,i would like to leave on saturday evening
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_006.wav,31398,my name is jack
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_012.wav,51238,i want a ticket to piccadilly circus
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_013.wav,40998,can i pay with mastercard
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_014.wav,51238,i would like to pay with mastercard
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_017.wav,42278,one musical ticket please
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_018.wav,56998,i would like one musical ticket please
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_020.wav,55718,one ticket for saturday evening
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_021.wav,53158,i want one ticket for saturday night
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_023.wav,49958,i want one ticket for starlight express
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_024.wav,46758,i want to sit in the third line
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_025.wav,39078,i want to sit in the third row
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_026.wav,59558,i want tickets for the british museum
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_027.wav,30758,two tickets
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_028.wav,39078,i want two tickets
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_031.wav,30758,i would like a fanta
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_032.wav,35238,i would like a hamburger
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_033.wav,48038,i would like my hamburger well done
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_034.wav,38438,i would like a goulash soup
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_035.wav,32038,i would like dessert card
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_036.wav,81318,the the dessert menu please
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_037.wav,40358,i would like the carrot cake
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_039.wav,41638,i would like to pay with post card
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_046.wav,33958,i'm fine thanks
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_047.wav,32038,i would like sandals
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_050.wav,58278,i would like jeans
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_051.wav,33958,i would like brown jeans
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_053.wav,36518,how much are the jeans
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_054.wav,42278,how much do your jeans cost
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_055.wav,39718,it's too expensive
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_060.wav,37158,a room for four nights
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_062.wav,23718,a suite
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_063.wav,59558,i want to pay with post card
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_064.wav,49958,i would like to pay by post card
/data/shared-task/train/user-50_2014-11-11_16-10-10_utt_067.wav,36518,is there a greengrocer
/data/shared-task/train/user-51_2014-11-03_14-37-59_utt_003.wav,33318,a room for one week
/data/shared-task/train/user-51_2014-11-03_14-37-59_utt_007.wav,32678,is there a hotel bar
/data/shared-task/train/user-51_2014-11-03_14-37-59_utt_008.wav,32678,where is the hotel bar
/data/shared-task/train/user-51_2014-11-03_14-37-59_utt_013.wav,38438,no
/data/shared-task/train/user-51_2014-11-03_14-37-59_utt_014.wav,37158,i do not have a reservation
/data/shared-task/train/user-51_2014-11-03_14-37-59_utt_016.wav,65318,i have a ticket to to piccadilly circus
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_003.wav,48038,a room for three nights
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_005.wav,49958,i would like a room for three nights
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_006.wav,7718,a
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_010.wav,54438,can i pay by credit card
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_012.wav,40998,is there a hairdresser
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_016.wav,38438,my toilet is dirty
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_018.wav,48678,in my room hasn't got shampoo
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_019.wav,46118,there is no shampoo in the room
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_020.wav,41638,where can i buy shampoo
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_030.wav,29478,a twin room please
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_031.wav,59558,i would like buy credit please
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_032.wav,55078,can i pay by credit card please
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_034.wav,44198,is there a swimming pool
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_038.wav,55718,i do not have a reservation
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_040.wav,40358,i would like a junior suite
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_044.wav,48678,i would like buy with visa
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_045.wav,51238,i would like buy with euros
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_046.wav,36518,is there a swimming pool
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_048.wav,40998,where is the swimming pool
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_050.wav,52518,bathroom is quiet
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_051.wav,32678,the bathroom is dirty
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_056.wav,47398,can i have two tickets to london
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_059.wav,32678,my name is andrew
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_064.wav,48038,i want one ticket to london
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_066.wav,30758,my name is thomas
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_067.wav,33958,i'm from scotland
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_071.wav,8358,i
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_073.wav,30118,my name is barbara
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_074.wav,37158,i'm from ireland
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_078.wav,54438,i would like two tickets to london
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_079.wav,45478,i would like to leave tomorrow
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_080.wav,30758,my name is john
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_081.wav,30758,i am from france
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_085.wav,7718,i'm
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_086.wav,35238,i'm from austria
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_088.wav,42278,i have three older sisters
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_089.wav,45478,i am going on holidays
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_090.wav,44838,i am going on holidays
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_091.wav,43558,yes it is my passport
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_097.wav,39078,my name is andy
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_098.wav,33958,i'm from canada
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_103.wav,40998,germany is not in africa
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_106.wav,45478,the capital of germany is berlin
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_107.wav,39718,i have four older sisters
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_108.wav,33318,i going in the holidays
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_113.wav,35238,i'm from italy
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_114.wav,48678,italy is not in africa
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_116.wav,39718,italy is in europe
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_120.wav,39078,i going in the holidays
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_131.wav,40358,i have three brothers
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_132.wav,34598,i going in the holidays
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_133.wav,37798,yes that's my passport
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_136.wav,70438,i would like a ticket to westminster
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_137.wav,78758,i would like to buy by post card
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_142.wav,46118,i would like to go on wednesday evening
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_144.wav,51878,i want three tickets for the lion king
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_151.wav,47398,i would like a tea please
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_154.wav,32678,i would like some peas
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_159.wav,34598,could i have the vanilla ice cream
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_160.wav,26278,i would like the bill
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_163.wav,38438,i would like to pay by post card
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_169.wav,35238,can i have a suite
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_170.wav,66598,i would like pay by credit
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_171.wav,50598,is there a greengrocer
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_174.wav,42918,i do not have a reservation
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_175.wav,45478,i would like a room for four nights
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_177.wav,35878,i would like a twin
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_179.wav,53798,i would like pay by mastercard
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_181.wav,33958,where is the fitness studio
/data/shared-task/train/user-51_2014-11-10_16-11-09_utt_185.wav,42918,i would like a room for six nights
